Date/Time,Cooling Load(kWh£©,Site Outdoor Air Drybulb Temperature [C](Hourly),Site Outdoor Air Wetbulb Temperature [C](Hourly),Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Site Wind Speed [m/s](Hourly),Chiller Electricity Energy(kWh£©
 03/15  12:00:00,0,21.20833333,19.49653101,0.013526255,4.75,0
 03/15  13:00:00,0,21.41666667,19.64282364,0.013638623,6,0
 03/15  14:00:00,0,19.71666667,17.21443002,0.011285715,5.416666667,0
 03/15  15:00:00,0,18.91666667,16.95972964,0.011308038,5,0
 03/15  16:00:00,0,19,17.66521552,0.012137789,4.416666667,0
 03/15  17:00:00,0,18.70833333,17.0522089,0.011512599,4,0
 03/15  18:00:00,0,19.375,17.78783607,0.012133148,4,0
 03/15  19:00:00,0,19.41666667,18.46586629,0.012959366,4,0
 03/15  20:00:00,0,18.41666667,17.3178891,0.011947185,2.833333333,0
 03/15  21:00:00,0,18.58333333,17.60987289,0.01222946,3.75,0
 03/15  22:00:00,0,19,18.34126801,0.012954282,4.416666667,0
 03/15  23:00:00,0,19,18.34136252,0.012948842,2.833333333,0
 03/15  24:00:00,0,19,18.34136252,0.012948842,2.583333333,0
 03/16  01:00:00,0,18.59166667,17.81172241,0.012458023,3.291666667,0
 03/16  02:00:00,0,17.95,16.96549064,0.011687118,3.791666667,0
 03/16  03:00:00,0,17.7,16.63118535,0.011394089,4,0
 03/16  04:00:00,0,17.7,16.63080832,0.01140555,4,0
 03/16  05:00:00,0,17.7,16.69416596,0.011485655,4,0
 03/16  06:00:00,0,18.45833333,18.05545105,0.01283909,2.25,0
 03/16  07:00:00,0,19,18.61705021,0.013306343,1,0
 03/16  08:00:00,41.17437867,18.35833333,17.64711253,0.012353334,2.75,186.6809505
 03/16  09:00:00,271.2162079,19.125,18.41836779,0.012995524,3.416666667,197.6010467
 03/16  10:00:00,350.1654706,21.16666667,20.05386436,0.014270038,3.583333333,228.4332629
 03/16  11:00:00,377.8343511,21.24166667,19.18985031,0.013098586,4,223.5656106
 03/16  12:00:00,397.7619397,22.04166667,19.76993784,0.013541883,2.833333333,235.7774267
 03/16  13:00:00,367.0838228,23,20.88858737,0.014668758,2,239.3472836
 03/16  14:00:00,423.8055433,22.65,19.87371125,0.013437757,2,241.2195345
 03/16  15:00:00,440.9018847,23.33333333,20.71297619,0.014316184,1.416666667,255.4138201
 03/16  16:00:00,450.41165,23.41666667,21.73463955,0.015721791,1.583333333,270.4720602
 03/16  17:00:00,432.9224894,21.425,19.63257735,0.013662219,2,236.6747027
 03/16  18:00:00,342.4069228,21.875,20.20757133,0.014249232,2,224.3040814
 03/16  19:00:00,231.1650713,23,21.20817285,0.015143184,2.583333333,211.5588066
 03/16  20:00:00,218.6256919,20.375,19.07785584,0.013358607,3,190.2827133
 03/16  21:00:00,175.8591391,19.95833333,19.23638321,0.013719401,3.583333333,188.5237196
 03/16  22:00:00,0,21,20.3074489,0.014697039,4,0
 03/16  23:00:00,0,21,20.3074489,0.014697039,4,0
 03/16  24:00:00,0,21,20.3074489,0.014697039,3.416666667,0
 03/17  01:00:00,0,20.35833333,19.67661861,0.014116815,3,0
 03/17  02:00:00,0,19.31666667,18.65275774,0.013206777,3,0
 03/17  03:00:00,0,18.95833333,18.30049041,0.012909107,2.825,0
 03/17  04:00:00,0,19.05833333,18.3336597,0.012914673,2.466666667,0
 03/17  05:00:00,0,19.15833333,18.38518389,0.012938061,2.125,0
 03/17  06:00:00,0,19.66666667,19.3434176,0.013968435,1.416666667,0
 03/17  07:00:00,0,20,19.99999566,0.014690933,2.166666667,0
 03/17  08:00:00,79.52928006,19.475,19.08877635,0.013700979,3.583333333,186.6809505
 03/17  09:00:00,338.4753311,20.79166667,20.10300064,0.01449977,3.416666667,232.100129
 03/17  10:00:00,401.90381,23.16666667,22.07390837,0.01625941,3,272.0824508
 03/17  11:00:00,414.0727228,21.9,20.58880413,0.014701568,2.416666667,248.1059059
 03/17  12:00:00,437.9915222,23.66666667,21.52846727,0.015299808,2.583333333,267.0647563
 03/17  13:00:00,411.6940711,26.58333333,23.72730451,0.017350928,3.583333333,277.0137571
 03/17  14:00:00,457.3065089,24.375,21.81161823,0.015442417,3.416666667,264.0734101
 03/17  15:00:00,460.2023575,23.375,21.59178904,0.015530679,3,270.4154356
 03/17  16:00:00,465.03972,24,22.62160954,0.016778751,2.416666667,271.758438
 03/17  17:00:00,444.1872086,21.66666667,20.36123808,0.014553674,2.583333333,246.7046702
 03/17  18:00:00,353.3337722,21.75,20.44212074,0.01460628,4.166666667,228.9227425
 03/17  19:00:00,237.7227312,22.41666667,21.0157897,0.015102189,5,209.2083077
 03/17  20:00:00,224.8165918,20.19166667,19.01896191,0.01333082,3.833333333,189.6873667
 03/17  21:00:00,177.4269647,20.125,19.3054667,0.013718618,4.166666667,188.5713523
 03/17  22:00:00,0,21,19.89461262,0.014123229,5.583333333,0
 03/17  23:00:00,0,20.41666667,19.44244075,0.013764709,6,0
 03/17  24:00:00,0,20,19.32457076,0.013784141,6,0
 03/18  01:00:00,0,19.35833333,18.5631342,0.013070528,5.416666667,0
 03/18  02:00:00,0,18.25833333,17.33005615,0.011994604,4.416666667,0
 03/18  03:00:00,0,17.85833333,16.83064528,0.011557918,4.175,0
 03/18  04:00:00,0,17.95833333,16.75350188,0.011431455,4.533333333,0
 03/18  05:00:00,0,18.05833333,16.69300824,0.011322931,4.875,0
 03/18  06:00:00,0,18.625,17.65062563,0.012248842,5.583333333,0
 03/18  07:00:00,0,19,18.3414857,0.012941235,5.416666667,0
 03/18  08:00:00,67.81405103,18.65,17.34756969,0.011855381,3.833333333,186.6809505
 03/18  09:00:00,324.5392397,19.33333333,17.79794818,0.01211668,4.75,201.6090724
 03/18  10:00:00,376.3838206,20,18.63226464,0.012873115,6,215.7145282
 03/18  11:00:00,386.2316881,19.70833333,17.66479377,0.011788597,4.25,207.9037767
 03/18  12:00:00,402.6769242,21.54166667,18.87508838,0.012569319,4.75,227.04037
 03/18  13:00:00,383.6233056,24.16666667,21.00175801,0.014324978,6,241.8360967
 03/18  14:00:00,423.5493664,22.31666667,19.29870727,0.01282426,6,230.1338342
 03/18  15:00:00,422.9034919,20.4,17.75657406,0.011640645,5.591666667,214.019339
 03/18  16:00:00,435.6279192,20.34166667,17.82524419,0.011755166,4.95,216.9097457
 03/18  17:00:00,422.7688139,20.3,17.90855662,0.011883472,4.291666667,214.7625943
 03/18  18:00:00,333.9497811,21.29166667,19.47271199,0.01349501,5.75,213.0213547
 03/18  19:00:00,223.8641918,22,20.56100724,0.014655738,7,202.2032878
 03/18  20:00:00,211.6435564,20.54166667,19.15354485,0.013379044,5.833333333,189.475571
 03/18  21:00:00,171.0007182,20.95833333,19.55590854,0.013728459,4.416666667,191.1438096
 03/18  22:00:00,0,22,20.98831309,0.015237623,4,0
 03/18  23:00:00,0,22,21.29044552,0.015664299,4,0
 03/18  24:00:00,0,22,21.29044552,0.015664299,4.583333333,0
 03/19  01:00:00,0,21.65,20.94630704,0.015325613,4.708333333,0
 03/19  02:00:00,0,21.05,20.42445836,0.014852301,4.208333333,0
 03/19  03:00:00,0,20.91666667,20.34167041,0.014803178,3.825,0
 03/19  04:00:00,0,21.05833333,20.4811802,0.014950833,3.466666667,0
 03/19  05:00:00,0,21.21666667,20.63723184,0.015106879,3.125,0
 03/19  06:00:00,0,22.29166667,21.62668,0.016062522,3.583333333,0
 03/19  07:00:00,0,23,22.27348159,0.016695942,4,0
 03/19  08:00:00,98.32784064,22.18333333,21.54041939,0.01595571,3.416666667,190.4527325
 03/19  09:00:00,361.8357581,23,22.32431267,0.016759214,4.166666667,277.7400993
 03/19  10:00:00,425.7403258,25.75,24.19622385,0.018480335,5,309.43524
 03/19  11:00:00,437.737145,26.06666667,23.61913656,0.017424985,3.25,293.0227547
 03/19  12:00:00,457.2406364,26.91666667,24.52013263,0.018519047,3.75,305.1089317
 03/19  13:00:00,426.5700586,27.70833333,24.91596763,0.018832459,3.833333333,295.8488744
 03/19  14:00:00,481.1010167,27.26666667,23.54957852,0.016841592,1.833333333,296.1735281
 03/19  15:00:00,485.5491553,27.04166667,24.0878412,0.01781147,3.916666667,301.7014486
 03/19  16:00:00,480.4692858,26.41666667,24.6762547,0.019041564,5.416666667,305.6782581
 03/19  17:00:00,483.0379811,26.46666667,23.61268136,0.017328182,5,297.5834192
 03/19  18:00:00,391.1642325,26.275,23.34367855,0.016982997,4.708333333,263.3446137
 03/19  19:00:00,263.6337761,25.375,24.00271098,0.018390768,4.208333333,233.6137207
 03/19  20:00:00,251.9614682,24.41666667,23.06823992,0.017324712,2.833333333,223.1956384
 03/19  21:00:00,201.9560969,24.29166667,22.66520237,0.016747451,2.291666667,212.7819552
 03/19  22:00:00,0,24.79166667,23.33390878,0.017547642,2.791666667,0
 03/19  23:00:00,0,24.41666667,23.39961335,0.017800418,3.583333333,0
 03/19  24:00:00,0,24.58333333,23.83067434,0.018419873,4,0
 03/20  01:00:00,0,24.35833333,23.60928002,0.018174427,3.416666667,0
 03/20  02:00:00,0,23.31666667,22.58478272,0.017040004,2.416666667,0
 03/20  03:00:00,0,22.78333333,22.13138922,0.016587143,2,0
 03/20  04:00:00,0,22.58333333,21.98483286,0.016465796,2,0
 03/20  05:00:00,0,22.38333333,21.78752386,0.016268583,2,0
 03/20  06:00:00,0,22.125,21.87896898,0.016511588,0.833333333,0
 03/20  07:00:00,0,22,21.99999331,0.016732009,0,0
 03/20  08:00:00,174.9357793,22.58333333,22.02211473,0.016500715,1.75,206.7021399
 03/20  09:00:00,419.1311108,23.58333333,23.17724264,0.017819549,1.25,320.8468594
 03/20  10:00:00,465.1754144,25.16666667,24.34270218,0.018978703,1.75,324.5394522
 03/20  11:00:00,488.8060103,26.58333333,23.97795715,0.017793949,3,316.8735647
 03/20  12:00:00,503.1922828,27.58333333,24.41834381,0.018079678,4.75,316.4617467
 03/20  13:00:00,465.35828,28,25.48376151,0.019675483,6.583333333,311.5756097
 03/20  14:00:00,517.5241786,28.40833333,24.11934871,0.01729871,5.25,313.5390422
 03/20  15:00:00,532.9624936,28.29166667,24.16556958,0.017418631,5.75,315.8271553
 03/20  16:00:00,540.3955997,27.41666667,24.92794841,0.019031566,7,327.2394797
 03/20  17:00:00,527.6399472,27.23333333,23.68161875,0.017115306,4.666666667,310.8280169
 03/20  18:00:00,426.4409558,26.58333333,23.88103816,0.017691285,4.166666667,277.8355514
 03/20  19:00:00,296.4959933,26,24.16263249,0.018373643,5,244.8435479
 03/20  20:00:00,283.9167242,25.35833333,23.18532031,0.017109566,3.833333333,232.6367498
 03/20  21:00:00,221.7898844,24.95833333,23.21774356,0.017316788,3.583333333,220.3608447
 03/20  22:00:00,0,25,23.59039351,0.017858297,4.583333333,0
 03/20  23:00:00,0,25,23.59055313,0.017850724,4.416666667,0
 03/20  24:00:00,0,25,23.59055313,0.017850724,4,0
 03/21  01:00:00,0,24.41666667,23.39961335,0.017800418,4.583333333,0
 03/21  02:00:00,0,21.84166667,20.99657735,0.015364711,3.833333333,0
 03/21  03:00:00,0,21.875,20.71294898,0.01493992,5.333333333,0
 03/21  04:00:00,0,23,21.65218306,0.015794668,6.416666667,0
 03/21  05:00:00,0,20.78333333,19.64193622,0.013958477,4.25,0
 03/21  06:00:00,0,20.83333333,19.99883476,0.01440392,4.166666667,0
 03/21  07:00:00,0,21.41666667,20.71680165,0.015110828,5.583333333,0
 03/21  08:00:00,0,19.89166667,18.95262507,0.013375046,4.25,0
 03/21  09:00:00,0,20.20833333,19.33907535,0.01373282,2.416666667,0
 03/21  10:00:00,0,21,20.71300857,0.015233338,1.416666667,0
 03/21  11:00:00,0,21.05833333,19.75539176,0.013907034,2.166666667,0
 03/21  12:00:00,0,18.70833333,17.81784911,0.012388864,5.333333333,0
 03/21  13:00:00,0,15.83333333,15.83332542,0.01122613,6.416666667,0
 03/21  14:00:00,0,15.23333333,14.18005446,0.009638638,6,0
 03/21  15:00:00,0,13.41666667,12.69366465,0.008832701,6,0
 03/21  16:00:00,0,12,11.99999964,0.008715347,5.416666667,0
 03/21  17:00:00,0,12.46666667,11.33311423,0.007864265,5,0
 03/21  18:00:00,0,11.75,10.95594565,0.007785559,6.166666667,0
 03/21  19:00:00,0,11.23333333,10.6708681,0.007723718,6.416666667,0
 03/21  20:00:00,0,11.69166667,10.11972553,0.007013391,5.416666667,0
 03/21  21:00:00,0,11.375,9.881058474,0.006914815,4.416666667,0
 03/21  22:00:00,0,11,9.864361658,0.007046017,5.166666667,0
 03/21  23:00:00,0,10.41666667,9.605564939,0.007045805,6,0
 03/21  24:00:00,0,10,9.117007555,0.00677102,6,0
 03/22  01:00:00,0,10,8.903280447,0.006580908,4.833333333,0
 03/22  02:00:00,0,10.175,8.457739974,0.006119409,5.166666667,0
 03/22  03:00:00,0,10.3,8.131431618,0.005783256,5.591666667,0
 03/22  04:00:00,0,10.24166667,8.129254953,0.005809085,4.95,0
 03/22  05:00:00,0,10.2,8.127585754,0.005827434,4.291666667,0
 03/22  06:00:00,0,10.08333333,8.329026124,0.006046575,4,0
 03/22  07:00:00,0,10.58333333,9.022608111,0.006447923,3.416666667,0
 03/22  08:00:00,0,10.70833333,8.77503775,0.006170232,3,0
 03/22  09:00:00,0,10.20833333,8.968910081,0.006544435,4.166666667,0
 03/22  10:00:00,0,10,9.414777243,0.00702887,4.416666667,0
 03/22  11:00:00,0,10.99166667,9.335775086,0.006554718,3.416666667,0
 03/22  12:00:00,0,11.29166667,9.979210538,0.007023551,3.583333333,0
 03/22  13:00:00,0,11.58333333,10.73985386,0.007617741,5.166666667,0
 03/22  14:00:00,0,13.28333333,11.11598755,0.007284946,4.25,0
 03/22  15:00:00,0,14.08333333,11.82088544,0.007650742,3.583333333,0
 03/22  16:00:00,0,14.58333333,12.80193647,0.008436784,3.416666667,0
 03/22  17:00:00,0,15.40833333,13.39720561,0.008707679,2.416666667,0
 03/22  18:00:00,0,15.175,13.16975532,0.00856432,2.583333333,0
 03/22  19:00:00,0,14.33333333,12.5240204,0.008246427,3.583333333,0
 03/22  20:00:00,0,14.525,13.10307091,0.008757347,3.416666667,0
 03/22  21:00:00,0,14.375,13.20820118,0.008920547,3,0
 03/22  22:00:00,0,14,12.84701535,0.008693556,2.416666667,0
 03/22  23:00:00,0,13.41666667,12.61747853,0.008697499,2,0
 03/22  24:00:00,0,13.58333333,13.01994981,0.0090408,2,0
 03/23  01:00:00,0,14,13.42924167,0.009296698,2,0
 03/23  02:00:00,0,14.40833333,13.60154138,0.00931226,2.583333333,0
 03/23  03:00:00,0,14.75833333,13.71970532,0.009297316,2.825,0
 03/23  04:00:00,0,14.8,13.65967089,0.009220779,2.466666667,0
 03/23  05:00:00,0,14.85833333,13.61518515,0.00914978,2.125,0
 03/23  06:00:00,0,14.375,13.51015433,0.009239633,2.583333333,0
 03/23  07:00:00,0,14,13.4290548,0.00930441,2.416666667,0
 03/23  08:00:00,9.366685264,14.525,13.36629787,0.009012216,2.583333333,124.453967
 03/23  09:00:00,178.8998871,15.54166667,14.52313755,0.009824776,3,186.6809505
 03/23  10:00:00,241.5298704,16.58333333,15.60055252,0.010580083,3,186.6809505
 03/23  11:00:00,268.4526071,17.525,15.66527383,0.010261915,2.416666667,186.6809505
 03/23  12:00:00,301.5186831,19.125,16.67517839,0.010776062,2.583333333,188.0741079
 03/23  13:00:00,284.6829103,20.58333333,17.9852907,0.011758932,4.166666667,191.7832441
 03/23  14:00:00,351.4819075,21.7,18.49558362,0.011943183,3.833333333,209.9548652
 03/23  15:00:00,359.8187308,20.91666667,18.28389725,0.012017103,3.583333333,205.8959434
 03/23  16:00:00,356.4264936,19.41666667,17.48900826,0.011666261,4.583333333,197.0867475
 03/23  17:00:00,364.3722372,20.75,17.9495439,0.011678108,4.416666667,206.9454564
 03/23  18:00:00,278.0365475,19.66666667,17.50602529,0.011587401,4.583333333,188.2570916
 03/23  19:00:00,191.4447016,17.41666667,16.14095689,0.010891597,5,186.6809505
 03/23  20:00:00,188.0270011,18.80833333,16.94311348,0.011255204,3.25,186.6992871
 03/23  21:00:00,125.2198811,18.29166667,16.60382492,0.011061797,3.166666667,186.6809505
 03/23  22:00:00,0,17,15.73968548,0.010586613,4,0
 03/23  23:00:00,0,17,15.73968548,0.010586613,4,0
 03/23  24:00:00,0,17,15.73968548,0.010586613,4,0
 03/24  01:00:00,0,17.23333333,15.96475727,0.010747235,3.416666667,0
 03/24  02:00:00,0,17.69166667,16.40661431,0.011075223,2.416666667,0
 03/24  03:00:00,0,17.84166667,16.42236082,0.011035749,1.825,0
 03/24  04:00:00,0,17.8,16.22502769,0.010829764,1.466666667,0
 03/24  05:00:00,0,17.74166667,15.99275615,0.01059051,1.125,0
 03/24  06:00:00,0,16.70833333,15.60163922,0.010567085,2.166666667,0
 03/24  07:00:00,0,16,15.39402575,0.01062208,3,0
 03/24  08:00:00,36.76477264,16.7,15.21083893,0.010119905,2.416666667,186.6809505
 03/24  09:00:00,258.9663842,17.725,15.61402051,0.010137822,2.583333333,186.6809505
 03/24  10:00:00,322.4473489,18.625,16.64428389,0.010948571,3.583333333,187.8065847
 03/24  11:00:00,363.4127594,20.75,17.65158691,0.011278416,2.25,205.7801551
 03/24  12:00:00,385.6147475,22,18.76201486,0.012152227,2.75,219.7869722
 03/24  13:00:00,357.9263256,22,19.30606303,0.012859323,4.583333333,217.7068592
 03/24  14:00:00,418.4956633,22.99166667,19.60017757,0.012853891,3.833333333,238.0755462
 03/24  15:00:00,425.3690492,22.70833333,19.51759227,0.01288357,2.416666667,235.8940041
 03/24  16:00:00,423.5561514,22,19.30260223,0.012911082,2,232.2006611
 03/24  17:00:00,426.61252,22.40833333,19.14219261,0.012545111,2.583333333,233.7968246
 03/24  18:00:00,336.1479119,21.70833333,18.64907125,0.012200356,2.416666667,206.1869192
 03/24  19:00:00,214.8198059,20.41666667,18.53233442,0.012577216,1.416666667,187.3773381
 03/24  20:00:00,205.4329947,19.70833333,17.80371176,0.011958282,2.166666667,186.6809505
 03/24  21:00:00,169.2216574,19.20833333,17.88204983,0.012255124,1.833333333,186.6809505
 03/24  22:00:00,0,19,18.14690362,0.0126646,1.875,0
 03/24  23:00:00,0,19,17.80967562,0.012237507,3.375,0
 03/24  24:00:00,0,19,17.66820933,0.012057694,4,0
 03/25  01:00:00,0,19.11666667,17.71406917,0.012065351,3.416666667,0
 03/25  02:00:00,0,19.31666667,17.85850867,0.012167541,2.416666667,0
 03/25  03:00:00,0,19.4,17.87098191,0.012153451,2.175,0
 03/25  04:00:00,0,19.4,17.82240261,0.012100793,2.533333333,0
 03/25  05:00:00,0,19.4,17.7543933,0.012022159,2.875,0
 03/25  06:00:00,0,19.28333333,17.86360202,0.012206024,2.416666667,0
 03/25  07:00:00,0,19.08333333,18.19016905,0.012697167,1.416666667,0
 03/25  08:00:00,72.37761508,19.75833333,18.54990943,0.012861633,1.583333333,186.7733765
 03/25  09:00:00,307.5406889,20.125,19.06253105,0.013353973,2.583333333,206.0237966
 03/25  10:00:00,366.1517494,20.7,19.60208394,0.013814347,2.708333333,224.9217495
 03/25  11:00:00,384.0828331,21.9,20.10481127,0.013983701,2.208333333,235.6331619
 03/25  12:00:00,394.3395522,23.33333333,21.20825679,0.014910753,2,251.3630409
 03/25  13:00:00,364.5424833,25.16666667,22.21910807,0.015601307,2,247.3637443
 03/25  14:00:00,435.4019497,25.3,21.73530617,0.014859558,3.166666667,259.4320013
 03/25  15:00:00,465.8022658,25.5,21.94206677,0.015091946,4.583333333,270.5005418
 03/25  16:00:00,471.7824164,24.83333333,22.58384034,0.016334719,5,271.9105113
 03/25  17:00:00,471.2506111,24.11666667,21.57525675,0.015171658,4.416666667,263.2560216
 03/25  18:00:00,373.2857467,23.5,21.32075522,0.015060812,4,242.2045523
 03/25  19:00:00,243.1668394,23.58333333,21.76692824,0.015655317,4,218.6357502
 03/25  20:00:00,231.4514757,22.425,19.97287137,0.013642735,4,199.4792881
 03/25  21:00:00,184.9027159,21.70833333,19.76677562,0.013646802,5.166666667,192.6931532
 03/25  22:00:00,0,22,20.56302888,0.014588046,6,0
 03/25  23:00:00,0,22,20.56321577,0.014581922,4.833333333,0
 03/25  24:00:00,0,22,20.56321577,0.014581922,4,0
 03/26  01:00:00,0,21.65,20.29618451,0.014363405,3.708333333,0
 03/26  02:00:00,0,21.10833333,19.89227694,0.01403585,3.208333333,0
 03/26  03:00:00,0,20.95833333,19.86555427,0.014065273,3,0
 03/26  04:00:00,0,21,20.02425702,0.014267275,3,0
 03/26  05:00:00,0,21.05833333,20.19919233,0.014479793,3,0
 03/26  06:00:00,0,21.04166667,20.70602729,0.01519335,2.416666667,0
 03/26  07:00:00,0,21,20.99999502,0.015617936,0.833333333,0
 03/26  08:00:00,101.6583882,20.94166667,20.40482699,0.014803245,2.333333333,188.3093279
 03/26  09:00:00,366.4043508,22.70833333,21.52528809,0.015636114,4.583333333,264.905673
 03/26  10:00:00,417.0979611,24,22.62402309,0.016674344,5,276.8343603
 03/26  11:00:00,419.3481864,22.775,21.29248522,0.01525587,3.25,261.2742329
 03/26  12:00:00,428.1084331,24.29166667,22.02060318,0.015670401,2.583333333,270.5057802
 03/26  13:00:00,399.8767636,26,23.18305578,0.016677867,3,266.0974184
 03/26  14:00:00,446.5712906,24.30833333,21.75252117,0.015295779,3,261.4839183
 03/26  15:00:00,459.1906594,25.375,22.29392289,0.015656727,3,276.1061518
 03/26  16:00:00,481.6298669,27,23.38363133,0.016618206,3.583333333,292.3874781
 03/26  17:00:00,474.8283894,24.84166667,21.87931594,0.015297012,2.833333333,270.6667837
 03/26  18:00:00,372.1030872,24.29166667,21.95138107,0.015617552,3.75,245.3316066
 03/26  19:00:00,248.5217078,24.41666667,22.23652853,0.015968783,4.416666667,214.5688369
 03/26  20:00:00,237.6664844,22.83333333,20.95434863,0.014795561,3.416666667,208.8068151
 03/26  21:00:00,186.1830967,22.58333333,21.09556355,0.015088827,3.583333333,204.2170798
 03/26  22:00:00,0,23,21.65479283,0.015689804,3.416666667,0
 03/26  23:00:00,0,23,21.65495881,0.015683213,3,0
 03/26  24:00:00,0,22.41666667,21.44660425,0.015621389,1.833333333,0
 03/27  01:00:00,0,21.94166667,21.16457993,0.01541443,1.291666667,0
 03/27  02:00:00,0,21.9,21.00373407,0.015205602,1.791666667,0
 03/27  03:00:00,0,21.84166667,20.89643941,0.015089129,2.175,0
 03/27  04:00:00,0,21.68333333,20.81114899,0.015052422,2.533333333,0
 03/27  05:00:00,0,21.54166667,20.72184603,0.015003387,2.875,0
 03/27  06:00:00,0,20.625,20.29046097,0.014802467,1.833333333,0
 03/27  07:00:00,0,20.58333333,20.58332759,0.015214848,1,0
 03/27  08:00:00,121.3054839,21.875,21.18277482,0.015490812,2.166666667,189.9288379
 03/27  09:00:00,382.4383583,23.375,22.43783423,0.016680421,1.833333333,284.2323658
 03/27  10:00:00,425.7149742,25.16666667,23.63673153,0.017741102,1,296.5613953
 03/27  11:00:00,445.2503211,26.23333333,23.27898294,0.016726428,2.166666667,291.30354
 03/27  12:00:00,466.0822169,26.75,23.58490343,0.016985251,3,295.3509978
 03/27  13:00:00,424.7163414,26.41666667,23.98510839,0.01776929,3,280.8715506
 03/27  14:00:00,488.3903469,27.05,23.4245266,0.016644275,3,295.537055
 03/27  15:00:00,513.1537547,27.33333333,24.11233601,0.017630139,3,308.4027425
 03/27  16:00:00,516.1659989,26.41666667,24.27747925,0.018284829,2.416666667,309.9468603
 03/27  17:00:00,505.4672953,27.05,23.33407352,0.016531494,2.583333333,299.9247422
 03/27  18:00:00,409.3441653,26.75,23.50144433,0.016917063,1.833333333,268.7386909
 03/27  19:00:00,277.0102281,24.83333333,23.15292523,0.017180771,1.583333333,227.0897016
 03/27  20:00:00,266.2190168,24.175,22.25853676,0.016102203,2.583333333,219.233775
 03/27  21:00:00,203.5074191,22.95833333,22.03191081,0.016272044,2.416666667,212.8703564
 03/27  22:00:00,0,22,21.99999129,0.016623511,1.708333333,0
 03/27  23:00:00,0,22,21.9999936,0.016613718,1.208333333,0
 03/27  24:00:00,0,22,21.99999266,0.016596956,1,0
 03/28  01:00:00,0,22.35,21.93318725,0.016452048,1.35,0
 03/28  02:00:00,0,22.95,21.86196863,0.016161665,1.95,0
 03/28  03:00:00,0,23.49166667,21.67651055,0.015665759,2.491666667,0
 03/28  04:00:00,0,24.05,21.49105973,0.015169182,3.05,0
 03/28  05:00:00,0,24.18333333,21.41376351,0.015011549,3.125,0
 03/28  06:00:00,0,24.15833333,21.60537825,0.01529565,2.591666667,0
 03/28  07:00:00,0,24.25833333,21.96977423,0.015767563,1.95,0
 03/28  08:00:00,0,24.35833333,22.25493839,0.016128864,1.291666667,0
 03/28  09:00:00,0,24.925,22.37242361,0.016056984,1.408333333,0
 03/28  10:00:00,0,25.825,22.45102898,0.015784303,2.05,0
 03/28  11:00:00,0,26.725,22.44632826,0.015390751,2.708333333,0
 03/28  12:00:00,0,27.45,22.52988078,0.015220531,3.583333333,0
 03/28  13:00:00,0,27.99166667,22.59315331,0.015104842,4.583333333,0
 03/28  14:00:00,0,28.55,22.58389758,0.01486357,5.583333333,0
 03/28  15:00:00,0,28.74166667,22.53903693,0.014715921,5.416666667,0
 03/28  16:00:00,0,28.58333333,22.50001865,0.014734382,4.416666667,0
 03/28  17:00:00,0,28.44166667,22.44683366,0.014721872,3.416666667,0
 03/28  18:00:00,0,27.93333333,22.38973862,0.014840261,2.416666667,0
 03/28  19:00:00,0,27.19166667,22.28391744,0.014987794,1.416666667,0
 03/28  20:00:00,0,26.43333333,22.15669276,0.015108737,0.416666667,0
 03/28  21:00:00,0,25.51666667,21.66041837,0.014764364,0.583333333,0
 03/28  22:00:00,0,24.86666667,21.5420905,0.014856448,1.291666667,0
 03/28  23:00:00,0,24.40833333,21.8084388,0.015417798,1.791666667,0
 03/28  24:00:00,0,23.96666667,22.05771825,0.015961583,2.291666667,0
 03/29  01:00:00,0,23.50833333,22.33463482,0.016504292,2.791666667,0
 03/29  02:00:00,0,22.95,21.95932878,0.016147222,2.416666667,0
 03/29  03:00:00,0,22.58333333,21.71263226,0.015942381,2,0
 03/29  04:00:00,0,22.325,21.82080663,0.016217798,2,0
 03/29  05:00:00,0,22.08333333,21.93662539,0.016495645,2,0
 03/29  06:00:00,0,22,21.99999129,0.016623511,0.833333333,0
 03/29  07:00:00,0,22.58333333,22.16454377,0.016608598,1.166666667,0
 03/29  08:00:00,0,22.825,21.5992711,0.015670784,2,0
 03/29  09:00:00,0,23.45833333,21.99431591,0.015960747,2,0
 03/29  10:00:00,0,24.58333333,23.18984792,0.01726182,2,0
 03/29  11:00:00,0,25.175,22.81857961,0.016449806,2.583333333,0
 03/29  12:00:00,0,26.875,23.10464246,0.016165064,1.833333333,0
 03/29  13:00:00,0,26.83333333,23.83142836,0.017312531,2.75,0
 03/29  14:00:00,0,26.875,23.17817444,0.016305399,2.833333333,0
 03/29  15:00:00,0,27.20833333,23.93619859,0.017369905,2.583333333,0
 03/29  16:00:00,0,27,24.41988984,0.018226486,3,0
 03/29  17:00:00,0,27.29166667,23.07454486,0.016001282,3,0
 03/29  18:00:00,0,27.79166667,22.73804292,0.01527428,3,0
 03/29  19:00:00,0,27.41666667,23.2578533,0.016219938,3.583333333,0
 03/29  20:00:00,0,25.48333333,22.31863601,0.015619081,2.833333333,0
 03/29  21:00:00,0,24.75,22.27264748,0.015848954,3.166666667,0
 03/29  22:00:00,0,24.41666667,22.69917204,0.016610901,3.416666667,0
 03/29  23:00:00,0,24,22.62418547,0.016667335,4.166666667,0
 03/29  24:00:00,0,24,22.62418547,0.016667335,4.416666667,0
 03/30  01:00:00,0,23.3,21.87248885,0.015858609,3.708333333,0
